FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly,Pedro
vlc\src\posix\filesystem.c,256,"int vlc_socket(int pf, int type, int proto, bool nonblock)",3.9607842,2.2941177,1.3333334,0.33333334,17,13,23,3,4,3,1,1,,True
vlc\modules\video_output\wayland\xdg-shell.c,244,"static int Enable(vout_window_t * wnd, const vout_window_cfg_t * restrict cfg)",2.637681,1.3043478,1.3333334,0,23,10,15,3,4,2,0,1,,True
vlc\modules\video_chroma\i422_yuy2.c,258,"VLC_TARGET static void I422_YVYU(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1,84,65,111,5,8,4,5,2,,True
vlc\modules\gui\eject.c,122,"static int intf_Eject(vlc_object_t * p_this, const char * psz_device)",7.755555,4.5555553,2.6,0.6,45,41,136,5,13,4,3,4,,True
vlc\modules\video_filter\grain.c,159,"VLC_SSE static void BlockBlendSse2(uint8_t * dst, size_t dst_pitch, const uint8_t * src, size_t src_pitch, const int16_t * noise)",3.125,1.625,1.5,0,32,26,30,2,3,2,0,1,,True
vlc\modules\video_chroma\i420_yuy2.c,405,"VLC_TARGET static void I420_YVYU(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",8.125,6.125,1.2857143,0.71428573,152,133,200,7,9,4,5,6,,True
vlc\modules\control\rc.c,94,"static void msg_print(intf_thread_t * p_intf, const char * psz_fmt, ...)",1.9761904,0.47619048,1.5,0,21,5,9,2,3,2,0,1,,False
vlc\src\extras\libc.c,397,"vlc_iconv_t vlc_iconv_open(const char * tocode, const char * fromcode)",7.434146,4.634146,1.8,1,41,38,103,5,9,5,5,3,,True
vlc\modules\access\vcd\cdrom.c,263,"vcddev_toc_t * ioctl_GetTOC(vlc_object_t * p_this, const vcddev_t * p_vcddev, bool b_fill_sectorinfo)",11.936508,6.2222223,4.714286,1,252,224,1201,7,33,6,7,15,,True
vlc\modules\video_output\win32\d3d11_swapchain.c,146,"static void SelectSwapchainColorspace(struct d3d11_local_swapchain * display, const libvlc_video_render_cfg_t * cfg)",1.3678161,0.3678161,1,0,87,32,32,1,1,1,0,0,,False
vlc\modules\demux\avformat\mux.c,545,"static int64_t IOSeek(void * opaque, int64_t offset, int whence)",1.1875,0.1875,1,0,16,3,3,1,1,1,0,0,,True
vlc\test\src\input\demux-run.c,103,"static int EsOutSend(es_out_t * out, es_out_id_t * id, block_t * block)",1.4166666,0.41666666,1,0,12,5,5,1,1,1,0,0,,False
vlc\bin\rootwrap.c,111,static void rootprocess(int fd),1.8769231,0.8769231,1,0,65,19,19,3,3,1,0,0,,False
vlc\modules\video_chroma\i420_yuy2.c,193,"VLC_TARGET static void I420_YUY2(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",8.141935,6.1419353,1.2857143,0.71428573,155,136,203,7,9,4,5,6,,True
vlc\modules\services_discovery\sap.c,1106,"static int ParseSDPConnection(const char * str, struct sockaddr_storage * addr, socklen_t * addrlen, unsigned * number)",2.5641024,1.2307693,1,0.33333334,39,16,19,3,3,2,1,0,,True
vlc\modules\hw\vdpau\deinterlace.c,39,"static picture_t * Deinterlace(filter_t * filter, picture_t * src)",1.7,0.2,1.5,0,50,5,9,2,3,2,0,1,,True
vlc\src\posix\filesystem.c,275,"int vlc_socketpair(int pf, int type, int proto, int fds[2], bool nonblock)",4.166667,2.5,1.3333334,0.33333334,24,20,37,3,4,3,1,1,,True
vlc\modules\codec\fluidsynth.c,206,"static int DecodeBlock(decoder_t * p_dec, block_t * p_block)",1.0531915,0.05319149,1,0,94,5,5,1,1,1,0,0,,False
vlc\src\video_output\video_output.c,1997,"static int EnableWindowLocked(vout_thread_t * vout, const video_format_t * original)",2.1538463,0.15384616,2,0,26,4,8,1,2,2,0,0,,False
vlc\modules\video_output\win32\d3d11_shaders.c,894,void D3D11_ReleaseShaders(d3d11_shaders_t * shaders),1.7272727,0.72727275,1,0,11,8,8,1,1,1,0,1,,True
vlc\src\os2\getaddrinfo.c,160,"static struct addrinfo * makeipv4info(int type, int proto, u_long ip, u_short port, const char * name)",1.2142857,0.21428572,1,0,14,3,3,1,1,1,0,0,,False
vlc\modules\video_filter\gaussianblur.c,104,static void gaussianblur_InitDistribution(filter_sys_t * p_sys),2.0555556,0.5555556,1.5,0,18,5,9,2,3,2,0,1,,True
vlc\modules\access\dtv\linux.c,1043,"int dvb_set_dvbt2(dvb_device_t * d, uint32_t freq, const char * modstr, uint32_t fec, uint32_t bandwidth, int transmit_mode, uint32_t guard, uint8_t plp)",5.6048384,3.3548386,1.5,0.75,31,26,43,4,6,2,3,2,,True
vlc\modules\codec\dvbsub.c,1941,"static block_t * Encode(encoder_t * p_enc, subpicture_t * p_subpic)",1.1463414,0.14634146,1,0,82,6,6,2,2,1,0,0,,False
vlc\modules\codec\svcdsub.c,365,"static void ParseHeader(decoder_t * p_dec, block_t * p_block)",1.2372881,0.23728813,1,0,59,14,14,1,1,1,0,1,,False
vlc\modules\video_chroma\i422_yuy2.c,355,"VLC_TARGET static void I422_UYVY(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1,84,65,111,5,8,4,5,2,,True
vlc\src\video_output\vout_wrapper.c,57,"vout_display_t * vout_OpenWrapper(vout_thread_t * vout, const char * splitter_name, const vout_display_cfg_t * cfg, vlc_video_context * vctx)",1.3,0.3,1,0,60,9,9,2,2,2,0,1,,False
vlc\src\input\input.c,422,static void Destroy(input_thread_t * input),1.2,0.2,1,0,25,5,5,1,1,1,0,1,,False
vlc\modules\gui\ncurses.c,1557,static void HandleKey(intf_thread_t * intf),1.09375,0.09375,1,0,32,3,3,1,1,1,0,0,,True
vlc\modules\video_chroma\d3d11_fmt.c,846,void D3D11_LogResources(d3d11_decoder_device_t * dev_sys),4.1,1.6,1.5,1,15,12,32,2,3,3,2,2,,True
vlc\src\config\file.c,139,static int64_t vlc_strtoi(const char * str),1.2777778,0.2777778,1,0,18,5,5,1,1,1,0,0,,False
vlc\modules\demux\asf\asf.c,732,"static void ASF_fillup_es_bitrate_priorities_ex(demux_sys_t * p_sys, void * p_hdr, asf_es_priorities_t * p_prios)",2.1904762,0.1904762,2,0,21,4,8,1,2,2,0,0,,False
vlc\modules\codec\webvtt\subsvtt.c,1960,"static void ParserHeaderHandler(void * priv, enum webvtt_header_line_e s, bool b_new, const char * psz_line)",3.3423078,2.0923078,1,0.25,65,34,37,4,4,2,1,0,,True
vlc\compat\vasprintf.c,31,"int vasprintf(char * * strp, const char * fmt, va_list ap)",1.1153846,0.115384616,1,0,26,3,3,1,1,1,0,1,,True
vlc\src\posix\filesystem.c,302,"int vlc_accept(int lfd, struct sockaddr * addr, socklen_t * alen, bool nonblock)",4.0000005,2.3333335,1.3333334,0.33333334,18,14,24,3,4,3,1,1,,True
vlc\modules\demux\mp4\libmp4.c,4733,"static int MP4_ReadBox_uuid(stream_t * p_stream, MP4_Box_t * p_box)",2.4565217,0.95652175,1.5,0,23,11,15,2,3,2,0,1,,True
vlc\modules\video_chroma\swscale.c,226,static int GetSwsCpuMask(void),8,3,2.5,2.5,20,15,63,4,10,8,10,1,,True
vlc\modules\codec\lpcm.c,1258,"static void BdExtract(block_t * p_aout_buffer, block_t * p_block, unsigned i_frame_length, unsigned i_channels, unsigned i_channels_padding, unsigned i_bits)",3.4,1.9,1.5,0,40,19,36,4,6,2,0,2,,False
vlc\src\network\udp.c,314,"static int net_SourceSubscribe(vlc_object_t * obj, int fd, const struct sockaddr * src, socklen_t srclen, const struct sockaddr * grp, socklen_t grplen)",5.67029,3.4202898,1.75,0.5,69,59,173,4,7,5,2,3,,True
vlc\src\text\filesystem.c,49,"FILE * vlc_fopen(const char * filename, const char * mode)",1.1904762,0.1904762,1,0,42,8,8,1,1,1,0,0,,False
vlc\modules\stream_out\rtp.c,698,"char * SDPGenerate(sout_stream_t * p_stream, const char * rtsp_url)",1.025,0.025,1,0,120,3,3,1,1,1,0,0,,True
vlc\src\misc\cpu.c,118,VLC_WEAK unsigned vlc_CPU_raw(void),18.431623,12.277778,3.3076923,2.8461537,90,85,509,13,43,23,37,20,,True
vlc\modules\access\rtp\input.c,106,void * rtp_dgram_thread(void * opaque),1.6351352,0.13513513,1.5,0,74,5,9,2,3,2,0,1,,False
vlc\src\text\url.c,964,static char * vlc_idna_to_ascii(const char * idn),5.5030303,2.8363636,2.6666667,0,55,52,137,3,8,3,0,3,,False
vlc\src\win32\thread.c,772,void vlc_threads_setup(libvlc_int_t * vlc),2.5,1,1,0.5,26,13,16,2,2,2,1,2,,True
